Paper,Citation_Count,Degree_Centrality
"ARANDJELOVIC R, 2018, IEEE T PATTERN ANAL",1,0.5552486187845304
"BERNDT D, 1994, P 3 INT C KNOWL DISC",1,0.5552486187845304
"ALDRED R, 2011, COMMUNITY DEV J",1,0.5552486187845304
"ADEBIYI A, 2014, UKSIM INT CONF COMP",1,0.5552486187845304
"ACCREDITING C, 2003, ACEJMC ACCR STAND BATURAY MH",1,0.5552486187845304
"ANDERSEN P, 1982, ANN STAT",1,0.5552486187845304
"AGYEMAN J, 2021, THE CONVERSATION [ANONYMOUS]",1,0.5552486187845304
"AGGARWAL C, 2008, ADV DATABASE SYST",1,0.4917127071823204
"AGOUDEMOS M, 2011, NEONATOLOGY",1,0.5552486187845304
"AGYEMIN-BOATENG Y, 2015, WINNING AFRICAS CONS AHMED S",1,0.5552486187845304
"ARNFIELD A, 2003, INT J CLIMATOL",1,0.5552486187845304
"AMAN P, 2015, J LOCAT BASED SERV",1,0.5552486187845304
"CARTLIDGE J, 2018, 2018 IEEE 3RD INTERNATIONAL CONFERENCE ON BIG DATA ANALYSIS (ICBDA)",1,0.5552486187845304
"[ANONYMOUS], 2022, FOOD DESERTS IN THE UNITED STATES BERKOWITZ SA",1,0.5552486187845304
"ABRAHAM M, 2003, ENVIRON PROG",1,0.5552486187845304
"ALBA D, 2019, J CLIN ENDOCR METAB",1,0.5552486187845304
"ABU-RAYASH A, 2021, SUSTAIN CITIES SOC",1,0.5552486187845304
"ABBASPOUR M, 2015, TRANSPORT RES D-TR E",1,0.5552486187845304
"ABRAHAMS C, 2010, AFR AFFAIRS",1,0.5552486187845304
"ABBASI M, 2021, IEEE T INTELL TRANSP",1,0.5552486187845304
"ADOLPHE L, 2001, ENVIRON PLANN B",1,0.5552486187845304
"AAZAM M, 2016, 2016 13TH IEEE ANNUAL CONSUMER COMMUNICATIONS & NETWORKING CONFERENCE (CCNC) AKABANE A T",1,0.5552486187845304
"ALEXANDERSON G, 2006, B AM MATH SOC",1,0.5552486187845304
"ALTALIB H, 2002, LEARNING",1,0.5552486187845304
"[ANONYMOUS], 2005, P 31 INT C VER LARG AREZOUMANDI MAHDI",1,0.5552486187845304
"AMCOFF J, 2017, GEOGR ANN B",1,0.5552486187845304
"[ANONYMOUS], 2016, P 24 ACM SIGSPATIAL BELHADI A",1,0.5552486187845304
"AGRICULTURE A, 2007, OV CAN AGR AGR FOOD ALEXANDER A",1,0.5552486187845304
"[ANONYMOUS], 2011, P ICWSM [ANONYMOUS]",1,0.5552486187845304
"BONILLA-SILVA E, 2013, RACISM WITHOUT RACISTS: COLOR-BLIND RACISM AND THE PERSISTENCE OF RACIAL INEQUALITY IN AMERICA COLEMAN JS",1,0.5552486187845304
"[ANONYMOUS], 2019, [NO TITLE CAPTURED] [ANONYMOUS]",1,0.5552486187845304
"AMOUROUX E, 2007, PACIFIC RIM INTERNATIONAL CONFERENCE ON MULTI-AGENTS",1,0.5552486187845304
"AGHATAHER R, 2016, J GEOSPATIAL INFORM",1,0.5552486187845304
"AHARONY N, 2011, PERVASIVE MOB COMPUT",1,0.5552486187845304
"ALKHATEEB A, 2016, IEEE T COMMUN",1,0.5552486187845304
"[ANONYMOUS], 2014, FOOD ACCESS RESEARCH ATLAS [ANONYMOUS]",1,0.5552486187845304
"ANDERSON T, 2015, BMC HEALTH SERV RES",1,0.5552486187845304
"ACHESON D, 1998, INDEPENDENT INQUIRY INTO INEQUALITIES IN HEALTH REPORT ALKON AH",1,0.5552486187845304
"AUDIGIER V, 2016, J STAT COMPUT SIM",1,0.5552486187845304
"ABADI M, 2016, CCS'16: PROCEEDINGS OF THE 2016 ACM SIGSAC CONFERENCE ON COMPUTER AND COMMUNICATIONS SECURITY",1,0.5552486187845304
"[ANONYMOUS], 2014, ACM SIGKDD INT C KNO",1,0.5552486187845304
"ABUSAADA H, 2021, SUSTAIN CITIES SOC",1,0.5552486187845304
"AAYOG N, 2022, SDG INDEX ADARSH S",1,0.5552486187845304
"ANDREJEVIC M, 2019, SURVEILL SOC",1,0.5552486187845304
"ACHAKULWISUT P, 2019, LANCET PLANET HEALTH",1,0.5552486187845304
"ABDEL-NABY S, 2007, P 2 INT C PERV COMP",1,0.5552486187845304
"ALÍAS F, 2017, APPL SCI-BASEL",1,0.5552486187845304
"ADLER N, 1993, JAMA-J AM MED ASSOC",1,0.5552486187845304
"ACHESON D, 1998, INDEPENDENT INQUIRY INTO INEQUALITIES IN HEALTH REPORT ANDERSON A S",1,0.5552486187845304
"AUCHINCLOSS A, 2009, ARCH INTERN MED",1,0.5552486187845304
"AL-MOLEGI A, 2018, PATTERN RECOGN LETT",1,0.5552486187845304
"AGARWAL R, 2008, TRANSPORT SCI",1,0.5552486187845304
"BA, 2015, ACS SYM SER BANDANAU D",1,0.5552486187845304
"ANDRILUKA M, 2018, PROC CVPR IEEE",1,0.5552486187845304
"CHEN D, 2020, 2020 12TH INTERNATIONAL CONFERENCE ON ADVANCED COMPUTATIONAL INTELLIGENCE (ICACI)",1,0.5552486187845304
"ALAJALI W, 2018, SYMMETRY-BASEL",1,0.5552486187845304
"ANDERSON A, 1998, BRIT J NUTR",1,0.5552486187845304
"ADAMKIEWICZ G, 2011, AM J PUBLIC HEALTH",1,0.5552486187845304
"AGAR M, 1996, THE PROFESSIONAL STRANGER: AN INFORMAL INTRODUCTION TO ETHNOGRAPHY",1,0.5552486187845304
"CHEN C, 2019, AAAI CONF ARTIF INTE",1,0.5552486187845304
"ANGUELOV D, 2010, COMPUTER",1,0.5552486187845304
"AKAN, 1984, P 3 INT C URB STOR D",1,0.5552486187845304
"ADELAJA S, 2009, EC IMPACTS COUNTY PO [ANONYMOUS]",1,0.5552486187845304
"ABENDSTERN M, 2018, HEALTH SOC CARE COMM",1,0.5552486187845304
"CUI Y, 2021, IEEE T VEH TECHNOL",1,0.5552486187845304
"AILON N, 2009, ADV NEURAL INFORM PR",1,0.5552486187845304
"AGYEMAN J, 2005, SUSTAINABLE COMMUNIT ALKON AH",1,0.5552486187845304
"BACKSTROM L, 2010, P 19 INT C WORLD WID",1,0.5552486187845304
"ADRIANO C, 2021, EBIOMEDICINE",1,0.5552486187845304
"ANDERSON R, 1991, SIGMOBILE MOB COMPUT",1,0.5552486187845304
"AGARWAL S, 2022, IEEE DATA MINING",1,0.5552486187845304
"BARSI J, 2014, REMOTE SENS-BASEL",1,0.5552486187845304
"ALI M, 2011, LANDSCAPE URBAN PLAN",1,0.5552486187845304
"ABEL K, 2019, CONSTRUCTION RES C 2 ACCESS DEVELOPMENT",1,0.5552486187845304
"ADAM M, 2005, CAR SHARING IT SUCCE ALFIAN G",1,0.5552486187845304
"ABRAHAM M, 2010, DWIGHT SUPERMARKET C ADGER WN",1,0.5552486187845304
"ALDRICH F, 2003, INSIDE SMART HOME [ANONYMOUS]",1,0.5552486187845304
"[ANONYMOUS], 2009, PROCEEDINGS OF THE 2009 INTERNATIONAL WORKSHOP ON LOCATION BASED SOCIAL NETWORKS [ANONYMOUS]",1,0.5552486187845304
"ALJUAID T, 2016, PROCEEDINGS OF THE 2016 INTERNATIONAL CONFERENCE ON DATA SCIENCE & ENGINEERING (ICDSE)",1,0.5552486187845304
"AL-JAWALDEH A, 2022, FRONT NUTR",1,0.5552486187845304
"ALBERDA C, 2017, NUTR CLIN PRACT",1,0.5552486187845304
"ABUBAKAR I, 2020, ENVIRON DEV SUSTAIN",1,0.5552486187845304
"ALLON F, 2004, SPACE CULT",1,0.5552486187845304
"ALTOMARE A, 2017, IEEE T PARALL DISTR",1,0.5552486187845304
"AICKIN M, 1996, AM J PUBLIC HEALTH",1,0.5552486187845304
"AL-ABBASI A, 2019, IEEE T INTELL TRANSP",1,0.5552486187845304
"ABD-ELGHANY S, 2015, EPIDEMIOL INFECT",1,0.5552486187845304
"ABEL F, 2011, LECT NOTES COMPUT SC",1,0.5552486187845304
"[ANONYMOUS], 1987, TRANSPORTATION RES B",1,0.5552486187845304
"AMBROGGI M, 2015, ONCOLOGIST",1,0.5552486187845304
"[ANONYMOUS], 2001, CARTOGRAPHY AND GEOGRAPHIC INFORMATION SCIENCE",1,0.5552486187845304
"ALKEMA L, 2016, LANCET",1,0.5552486187845304
"SINGH K, 2024, COMPLEX INTELL SYST",1,0.5552486187845304
"AKIN-PONNLE A, 2021, SMART CITIES-BASEL",1,0.5552486187845304
"CENTER F, 2011, CDCS STAT BAS NUTR P CENTERS FOR DISEASE AND CONTROL AND PREVENTION",1,0.5552486187845304
"[ANONYMOUS], 2012, 2014",1,0.5552486187845304
"AWAD N, 2018, SWARM EVOL COMPUT",1,0.5552486187845304
"ALLISON D, 1999, JAMA-J AM MED ASSOC",1,0.5552486187845304
"DAVIES N, 2012, COMPUTER",1,0.5552486187845304
"AL-SAYED K, 2013, P INT SPAC SYNT S SS ANANNY M",1,0.5552486187845304
"AL R, 2018, COMPUT NETW",1,0.5552486187845304
"[ANONYMOUS], 2016, ARXIV161009462 [ANONYMOUS]",1,0.5552486187845304
"ALBERT R, 1999, NATURE",1,0.5552486187845304
"ABDELHAMID S, 2017, VEHICULAR CLOUDS UBI",1,0.5552486187845304
"AGRAWAL R, 1995, PROC INT CONF DATA",1,0.5552486187845304
"AIMON H, 2021, INT J SUSTAIN DEV PLANN",1,0.5552486187845304
"ALVIOLA P, 2013, APPL ECON PERSPECT P",1,0.5552486187845304
"BLOCK D, 2006, PUBLIC HEALTH NUTR",1,0.5552486187845304
"ALESSANDRETTI L, 2020, NATURE",1,0.5552486187845304
"AGGARWAL S, 2014, FLASK FRAMEWORK COOKBOOK OLIVEIRA AAAD",1,0.5552486187845304
"AMIN M, 2021, FOOD POLICY",1,0.5552486187845304
"AL-SHAQSI S, 2010, OMAN MED J",1,0.5552486187845304
"BAO J, 2016, P 24 ACM INT C ADV G",1,0.5552486187845304
"ABDELHAQ F, 2013, PROC VLDB ENDOW",1,0.5552486187845304
"ALESIANI F, 2014, IEEE INTEL TRANSP SY",1,0.5552486187845304
"GÓMEZ J, 2018, ENVIRON SCI POLLUT R",1,0.5552486187845304
"ACHESON D, 1998, INDEPENDENT INQUIRY INTO INEQUALITIES IN HEALTH REPORT ALGERT SJ",1,0.5552486187845304
"ABDOOS M, 2021, EXPERT SYST APPL",1,0.5552486187845304
"ANDRIENKO G, 2010, P EUR IEEE CGTC S VI ANDRIENKO N",1,0.5552486187845304
"CAI L, 2021, IEEE T KNOWL DATA EN",1,0.5552486187845304
"AL-RAHAMNEH A, 2021, IEEE ACCESS",1,0.5552486187845304
"ABURAS M, 2016, INT J APPL EARTH OBS",1,0.5552486187845304
"[ANONYMOUS], 2013, NEW SCI CITIES ARNOTT R",1,0.5552486187845304
"[ANONYMOUS], 2014, NUTR DAT SYST RES 20 [ANONYMOUS]",1,0.5552486187845304
"ADEMA P, 2009, GARLIC CAPITAL OF THE WORLD: GILROY",1,0.5552486187845304
"ABBEEL P, 2004, P 21 ANN INT C MACH",1,0.5552486187845304
"ABDOLMAJIDI E, 2015, GEO-SPAT INF SCI",1,0.5552486187845304
"[ANONYMOUS], 2013, DOCUMENT RECOMMENDATION P1410-5 CHEN XF",1,0.5552486187845304
"AGARWAL P, 2015, ESANN",1,0.5552486187845304
"AGRYZKOV T, 2012, APPL MATH COMPUT",1,0.5552486187845304
"ABBAS M, 2020, J AMB INTEL HUM COMP",1,0.5552486187845304
"ACKERMAN E, 2013, SPECTRUM IEEE ACKERMAN E",1,0.5552486187845304
"BEJAN A, 2010, P 13 INT IEEE C INT CAPRA L",1,0.5552486187845304
"ALTMAN E, 1984, J BANK FINANC",1,0.5552486187845304
"[ANONYMOUS], 2004, SAMPL SIZ CALC [ANONYMOUS]",1,0.5552486187845304
"AGRAWAL R, 1993, SIGMOD RECORD",1,0.5552486187845304
"[ANONYMOUS], 2012, COMPUTATIONAL GEOMETRY: AN INTRODUCTION [ANONYMOUS]",1,0.5552486187845304
"ALBERDI A, 2018, IEEE J BIOMED HEALTH",1,0.5552486187845304
"ALAIN G, 2014, J MACH LEARN RES",1,0.5552486187845304
"ABRAHAMSSON H, 2012, P 2012 INT MEAS C IM",1,0.5552486187845304
"ACKOFF R, 1989, J APPL SYST ANAL",1,0.5552486187845304
"[ANONYMOUS], 2007, ACM SIGMOD INT C MAN ARMBRUST M",1,0.5552486187845304
"[ANONYMOUS], 1992, NAVIGATION-US",1,0.5552486187845304
"BATTY M, 1999, COMPUTERS",1,0.5552486187845304
"[ANONYMOUS], 2001, MACH LEARN ARAS H",1,0.5552486187845304
"[ANONYMOUS], 2019, J ACAD NUTR DIET",1,0.5552486187845304
"BAE B, 2018, TRANSPORT RES C-EMER",1,0.5552486187845304
"[ANONYMOUS], 2010, P 8 INT C MOB SYST A",1,0.5552486187845304
"AOKI Y, 1987, J JPN INST LANDSC ARCH",1,0.5552486187845304
"[ANONYMOUS], 2010, LEARNING BALAZEVIC I",1,0.5552486187845304
"[ANONYMOUS], 2001, SURG GEN CALL ACTION BEAUMONT J",1,0.5552486187845304
"ALI A, 2022, NEURAL NETWORKS",1,0.5552486187845304
"AGHIGHI H, 2014, ISPRS ANN PHOTOGRAMM",1,0.5552486187845304
"AISSIOUI A, 2018, IEEE T VEH TECHNOL",1,0.5552486187845304
"ANGEL A, 2011, P 2011 IEEE WIC ACM",1,0.5552486187845304
"[ANONYMOUS], 2004, MONITORING TRAFFIC E [ANONYMOUS]",1,0.5552486187845304
"ANDREWS M, 2013, APPL ECON PERSPECT P",1,0.5552486187845304
"[ANONYMOUS], 2011, POWER ELECTRONICS: POWER ELECTRONIC CONVERSION AND CONTROL TECHNOLOGY [ANONYMOUS]",1,0.5552486187845304
"AGAMENNONI G, 2011, IEEE T INTELL TRANSP",1,0.5552486187845304
"ACAR E, 2012, INT CONF DAT MIN WOR",1,0.5552486187845304
"[ANONYMOUS], 2014, P 17 ACM C COMPUTER",1,0.5552486187845304
"BABAHAJIANI P, 2017, MACH VISION APPL",1,0.5552486187845304
"ALKERWI A, 2015, BMJ OPEN",1,0.5552486187845304
"[ANONYMOUS], 2021, HEALTHY FOOD ENVIRONMENTS BEAULAC J",1,0.5552486187845304
"ABD A, 2013, IEEE COMMUN SURV TUT",1,0.5552486187845304
"ALEXIS M, 1967, J FARM ECON",1,0.5552486187845304
"ANDERSON A, 2007, PUBLIC HEALTH NUTR",1,0.5552486187845304
"[ANONYMOUS], 2003, QUANTITY AND QUALITY IN SOCIAL RESEARCH APPARICIO P",1,0.5552486187845304
"BARABINO B, 2018, PUBLIC TRANSPORT",1,0.5552486187845304
"AMERICAN P, 2020, LAND BAS CLASS STAND [ANONYMOUS]",1,0.5552486187845304
"[ANONYMOUS], 2002, SCAND J INF SYST BANNON LJ",1,0.5552486187845304
"AN S, 2016, INFORM SCIENCES",1,0.5552486187845304
"[ANONYMOUS], 2017, ANTHROPOMETRIC STAND APPARICIO P",1,0.5552486187845304
"BEAULAC J, 2009, PREV CHRONIC DIS",1,0.5552486187845304
"BABAEI M, 2022, IEEE T COMPUT SOC SY",1,0.5552486187845304
"A. A, 2016, POTHOLE DAMAGE COSTS DRIVERS $3 BILLION ANNUALLY NATIONWIDE",1,0.5552486187845304
"ALBOUQ S, 2020, IEEE ACCESS",1,0.5552486187845304
"AGRAWAL R, 1995, VLDB '95 PROCEEDINGS OF THE 21ST INTERNATIONAL CONFERENCE ON VERY LARGE DATA BASES",1,0.5552486187845304
"[ANONYMOUS], 2016, SAC 2016 31 ACM S AP [ANONYMOUS]",1,0.5552486187845304
"ALLISON P, 2001, MISSING DATA",1,0.5552486187845304
"AGARWAL S, 2009, IEEE I CONF COMP VIS",1,0.5552486187845304
"[ANONYMOUS], 2000, PHD THESIS BIN TARIQ MM",1,0.5552486187845304
"EAGLE N, 2006, PERS UBIQUIT COMPUT",1,0.5552486187845304
"[ANONYMOUS], 2015, OBSTET GYNECOL",1,0.5552486187845304
"BATRA A, 2022, 2022 5 INT WORKSHOP",1,0.5552486187845304
"[ANONYMOUS], 1996, APPROXIMATION ALGORITHMS FOR NP-HARD PROBLEMS ÇETINER S",1,0.5552486187845304
"AGRICULTURE U, 2017, FOOD ACC RES ATL CUMMINS S",1,0.5552486187845304
"AMIR L, 2012, EARLY HUM DEV",1,0.5552486187845304
"AKBAR M, 2020, IEEE ACCESS",1,0.5552486187845304
"[ANONYMOUS], 2018, 2018 REV WORLD URB P ISMAGILOVA E",1,0.5552486187845304
"ACHESON D, 1998, INDEPENDENT INQUIRY INTO INEQUALITIES IN HEALTH REPORT [ANONYMOUS]",1,0.5552486187845304
"ARKIN E, 1998, MATH OPER RES",1,0.5552486187845304
"ALATTAR L, 2018, SOC SEC BULL",1,0.5552486187845304
"AKARCA-BIYIKLI S, 2004, APPL PHYS LETT",1,0.5552486187845304
"[ANONYMOUS], 2013, SDM [ANONYMOUS]",1,0.5552486187845304
"AGRAWAL R, 1994, PROC VLDB 94",1,0.5552486187845304
"AAS J, 2019, PROCEEDINGS OF THE 2019 ACM SIGSAC CONFERENCE ON COMPUTER AND COMMUNICATIONS SECURITY (CCS'19)",1,0.5552486187845304
"ALLISON P, 2012, STATISTICAL HORIZONS ANDREYEVA T",1,0.5552486187845304
"AKTER T, 2018, MATER DESIGN",1,0.5552486187845304
"ALVES L, 2018, PHYSICA A",1,0.5552486187845304
"[ANONYMOUS], 2016, STAT COMM NAT EC SOC [ANONYMOUS]",1,0.5552486187845304
"AGRE P, 2001, HUM-COMPUT INTERACT",1,0.5552486187845304
"ABDELMABOUD A, 2021, SENSORS-BASEL",1,0.5552486187845304
"ANDERIES J, 2004, ECOL SOC",1,0.5552486187845304
"ASLAM N, 2021, GEO-SPAT INF SCI",1,0.5552486187845304
"[ANONYMOUS], 2014, PROC 2 INT C LEARN R ARIK SO",1,0.5552486187845304
"ALAM M, 2022, ACM COMPUT SURV",1,0.5552486187845304
"ALZUBAIDI H, 1997, INT J RETAIL DISTRIB",1,0.5552486187845304
"[ANONYMOUS], 2009, ACCESS TO AFFORDABLE AND NUTRITIOUS FOOD: MEASURING AND UNDERSTANDING FOOD DESERTS AND THEIR CONSEQUENCES APPARICIO P",1,0.5552486187845304
"ABOUT F, 2021, FRESH TRUCK BAKER ELIZABETH A",1,0.5552486187845304
"[ANONYMOUS], 2011, ACAD MARKET STUD J BATA SETH A",1,0.5552486187845304
"BRODSKY, 2020, P 27 SAINT PET INT C",1,0.5552486187845304
"AGHA M, 2016, BIRTH DEFECTS RES A",1,0.5552486187845304
"AFROOZ P, 2015, J ORAL MAXIL SURG",1,0.5552486187845304
"ALKAN R, 2005, RAST 2005: PROCEEDINGS OF THE 2ND INTERNATIONAL CONFERENCE ON RECENT ADVANCES IN SPACE TECHNOLOGIES",1,0.5552486187845304
"ALI F, 2021, FUTURE GENER COMP SY",1,0.5552486187845304
"[ANONYMOUS], 2011, CHARACTERISTICS OF SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM HOUSEHOLDS: FISCAL YEAR 2010 REPORT NO SNAP-11-CHAR",1,0.5552486187845304
"[ANONYMOUS], 2016, P 24 ACM SIGSPATIAL FENG J",1,0.5552486187845304
"ABOOLIAN R, 2007, EUR J OPER RES",1,0.5552486187845304
"AHMAD N, 2011, INTERNAL REPORT [ANONYMOUS]",1,0.5552486187845304
"ALBUQUERQUE R, 2014, NUTR REV",1,0.5552486187845304
"[ANONYMOUS], 2009, ACCESS TO AFFORDABLE AND NUTRITIOUS FOOD: MEASURING AND UNDERSTANDING FOOD DESERTS AND THEIR CONSEQUENCES [ANONYMOUS]",1,0.5552486187845304
"GARCÍA-PALOMARES J, 2012, APPL GEOGR",1,0.5552486187845304
"ALEXANDER C, 1977, A PATTERN LANGUAGE: TOWNS",1,0.5552486187845304
"BACH F, 2015, SIAM J OPTIMIZ",1,0.5552486187845304
"ALVAREZ-GARCIA J, 2010, EXPERT SYST APPL",1,0.5552486187845304
"ABDULLAH N, 2019, ADV INTELL SYST",1,0.5552486187845304
"BENNIS S, 2007, J HYDROL ENG",1,0.5552486187845304
"DAI M, 2013, T EMERG TELECOMMUN T",1,0.5552486187845304
"BERNDT D, 1994, PROCEEDINGS OF KDD-94: AAAI WORKSHOP ON KNOWLEDGE DISCOVERY IN DATABASES",1,0.5552486187845304
"ABADI D, 2005, P CIDR [ANONYMOUS]",1,0.5552486187845304
"ALMAGUER S, 2014, HEALTHIER CORNER STO [ANONYMOUS]",1,0.5552486187845304
"ARYAPUTERA A, 2015, SOL ENERGY",1,0.5552486187845304
"ABDELHAMID S, 2018, IEEE T INTELL TRANSP",1,0.5552486187845304
"AFIFI A, 1966, J AM STAT ASSOC",1,0.5552486187845304
"[ANONYMOUS], 2015, ARXIV 1502 03167 AWE O",1,0.5552486187845304
"ALVIOLA P, 2013, AM J AGR ECON",1,0.5552486187845304
"AL-DOHUKI S, 2017, IEEE T VIS COMPUT GR",1,0.5552486187845304
"DUBOWITZ T, 2015, HEALTH AFFAIR",1,0.5552486187845304
"BODOR J, 2010, PREV MED",1,0.5552486187845304
"ABI R, 2010, WORLD MOBILE APPLICA ABOWD GD",1,0.5552486187845304
"ACAR E, 2011, CHEMOMETR INTELL LAB",1,0.5552486187845304
"[ANONYMOUS], 2000, INFORMATION FROM ALLAN MELTZER [ANONYMOUS]",1,0.5552486187845304
"AHMED M, 1979, 722 TRANSP RES BOARD [ANONYMOUS]",1,0.5552486187845304
"AADIL F, 2018, J SUPERCOMPUT",1,0.5552486187845304
"AGER S, 2013, NATIONAL GEOGRAPHIC ALKON AH",1,0.5552486187845304
"ALSGER A, 2018, TRANSPORT RES C-EMER",1,0.5552486187845304
"AMER D, 2020, DIABETES CARE",1,0.5552486187845304
"AHMED M, 2016, J NETW COMPUT APPL",1,0.5552486187845304
"BLUM A, 1998, PROCEEDINGS OF THE ELEVENTH ANNUAL CONFERENCE ON COMPUTATIONAL LEARNING THEORY",1,0.5552486187845304
"BARON C, 2015, US PATENT",1,0.5552486187845304
"AKBAR A, 2019, T EMERG TELECOMMUN T",1,0.5552486187845304
"[ANONYMOUS], 1997, SOME APPL LAPLACE EI [ANONYMOUS]",1,0.5552486187845304
"BEN O, 2015, WIRELESS PERS COMMUN",1,0.5552486187845304
"[ANONYMOUS], 1992, P ACM C COMP SUPP CO *BLUET",1,0.5552486187845304
"ALBER J, 2018, AM J PREV MED",1,0.5552486187845304
"AKINAGA Y, 2005, GLOB TELECOMM CONF",1,0.5552486187845304
"BANERJEE S, 2021, HEALTH PROMOT PRACT",1,0.5552486187845304
"BIOUCAS-DIAS J, 2009, 2009 FIRST WORKSHOP ON HYPERSPECTRAL IMAGE AND SIGNAL PROCESSING: EVOLUTION IN REMOTE SENSING",1,0.5552486187845304
"[ANONYMOUS], 2013, P WORKSHOP ICLR 2013 CHEN C",1,0.5552486187845304
"CADENAS E, 2016, ENERGIES",1,0.5552486187845304
"AKRICH M, 2002, INTERNATIONAL JOURNAL OF INNOVATION MANAGEMENT",1,0.5552486187845304
"[ANONYMOUS], 2009, MICROSOFT RESEARCH BATTY M",1,0.5552486187845304
"AL-DELAIMY W, 2005, EUR J CLIN NUTR",1,0.5552486187845304
"ALBINALI F, 2012, PERVASIVE MOB COMPUT",1,0.5552486187845304
"[ANONYMOUS], 2009, PNAS [ANONYMOUS]",1,0.5552486187845304
"AELENEI L, 2016, ENRGY PROCED",1,0.5552486187845304
"[ANONYMOUS], 2010, NATURE",1,0.5552486187845304
"AGID O, 2000, BIOMED PHARMACOTHER",1,0.5552486187845304
"AZHAGUSUNDARI B, 2013, INT J INNOV TECHNOL EXPLOR ENG (IJITEE)",1,0.5552486187845304
"[ANONYMOUS], 2023, KEY STATISTICS AND GRAPHICS [ANONYMOUS]",1,0.5552486187845304
"AILES E, 2012, CLIN INFECT DIS",1,0.5552486187845304
"ANDERSON M, 2016, PEW RESEARCH CENTER [ANONYMOUS]",1,0.5552486187845304
"[ANONYMOUS], 2017, WICKHAM HTIDYVERSE E [ANONYMOUS]",1,0.5552486187845304
"ADEYEMI R, 2021, SPAT STAT-NETH",1,0.5552486187845304
"[ANONYMOUS], 2006, FHI 360FANTA [ANONYMOUS]",1,0.5552486187845304
"ALI T, 2018, P 2 INT C TRENDS EL",1,0.5552486187845304
"ANDERSON S, 1990, J NUTR",1,0.5552486187845304
"ACHESON D, 1998, INDEPENDENT INQUIRY INTO INEQUALITIES IN HEALTH REPORT ALLEN P",1,0.5552486187845304
"ABADY L, 2022, APSIPA TRANS SIGNAL",1,0.5552486187845304
